dataset_name,display_name,algorithm_name,algorithm_display_name,seed,n_classes,test_samples,test_features,training_time_seconds,selected_validation_accuracy,selection_metric,grid_size,selected_search_iteration,warning_count,warnings,model_params,accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted,positive_label,precision_binary,recall_binary,f1_binary
breast_cancer,Breast Cancer Wisconsin,fuzzy_cmeans,Fuzzy C-Means,44,2,114,30,0.09703077000000349,0.9298245614035088,validation_accuracy,5,1,0,,"{""m"": 1.5, ""n_clusters"": 2, ""random_state"": 44}",0.8859649122807017,0.9115818111154295,0.8501984126984128,0.8690234202386213,0.8968028310184711,0.8859649122807017,0.8814196339279485,M,0.967741935483871,0.7142857142857143,0.821917808219178
breast_cancer,Breast Cancer Wisconsin,sugeno_o0,Sugeno_O0,44,2,114,30,0.025950170999976763,0.9298245614035088,validation_accuracy,5,2,0,,"{""n_rules"": 4, ""random_state"": 44, ""sigma_scale"": 0.5}",0.8947368421052632,0.9173018292682926,0.8621031746031746,0.87995787995788,0.903762836970475,0.8947368421052632,0.8910421015684172,M,0.96875,0.7380952380952381,0.8378378378378378
breast_cancer,Breast Cancer Wisconsin,mlp_classifier,MLP,45,2,114,30,0.24008421299998872,0.9736842105263158,validation_accuracy,5,3,0,,"{""activation"": ""relu"", ""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""random_state"": 45}",0.956140350877193,0.960472972972973,0.9464461185718964,0.9526381387619444,0.9569049312470365,0.956140350877193,0.9558014271241044,M,0.975,0.9069767441860465,0.9397590361445783
breast_cancer,Breast Cancer Wisconsin,rbf_network,RBF Network,45,2,114,30,0.07148800099997743,0.956140350877193,validation_accuracy,5,3,0,,"{""gamma"": null, ""n_centers"": 8, ""random_state"": 45}",0.9210526315789473,0.9176587301587302,0.913691451031772,0.9155902920608803,0.9208263714842663,0.9210526315789473,0.9208642750438415,M,0.9047619047619048,0.8837209302325582,0.8941176470588236
breast_cancer,Breast Cancer Wisconsin,fuzzy_cmeans,Fuzzy C-Means,45,2,114,30,0.11124279500000966,0.9473684210526315,validation_accuracy,5,2,0,,"{""m"": 1.5, ""n_clusters"": 4, ""random_state"": 45}",0.9035087719298246,0.9078947368421053,0.8858499836226662,0.8946837994457042,0.9046629732225299,0.9035087719298246,0.902171654886776,M,0.9210526315789473,0.813953488372093,0.8641975308641975
breast_cancer,Breast Cancer Wisconsin,sugeno_o0,Sugeno_O0,45,2,114,30,0.018643999999994776,0.9298245614035088,validation_accuracy,5,1,0,,"{""n_rules"": 2, ""random_state"": 45, ""sigma_scale"": 0.5}",0.9210526315789473,0.9127237851662404,0.9228627579430069,0.9170641015277665,0.9233241351460494,0.9210526315789473,0.9215312551850889,M,0.8695652173913043,0.9302325581395349,0.898876404494382
breast_cancer,Breast Cancer Wisconsin,mlp_classifier,MLP,46,2,114,30,0.23653086900003473,0.9736842105263158,validation_accuracy,5,3,0,,"{""activation"": ""relu"", ""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""random_state"": 46}",0.956140350877193,0.960472972972973,0.9464461185718964,0.9526381387619444,0.9569049312470365,0.956140350877193,0.9558014271241044,M,0.975,0.9069767441860465,0.9397590361445783
breast_cancer,Breast Cancer Wisconsin,rbf_network,RBF Network,46,2,114,30,0.06458683999994719,0.9473684210526315,validation_accuracy,5,2,0,,"{""gamma"": null, ""n_centers"": 4, ""random_state"": 46}",0.956140350877193,0.9553571428571428,0.9510317720275139,0.9531057178116001,0.9560881370091896,0.956140350877193,0.9560357083576898,M,0.9523809523809523,0.9302325581395349,0.9411764705882353
breast_cancer,Breast Cancer Wisconsin,fuzzy_cmeans,Fuzzy C-Means,46,2,114,30,0.09689164700000674,0.9122807017543859,validation_accuracy,5,1,0,,"{""m"": 1.5, ""n_clusters"": 2, ""random_state"": 46}",0.9210526315789473,0.9219594594594596,0.9091057975761545,0.9147486497714998,0.9212126600284494,0.9210526315789473,0.9204425688233878,M,0.925,0.8604651162790697,0.891566265060241
breast_cancer,Breast Cancer Wisconsin,sugeno_o0,Sugeno_O0,46,2,114,30,0.015468449000024975,0.9210526315789473,validation_accuracy,5,1,0,,"{""n_rules"": 2, ""random_state"": 46, ""sigma_scale"": 0.5}",0.9210526315789473,0.9146103896103897,0.9182771044873894,0.9163609684519443,0.9215481886534517,0.9210526315789473,0.9212263968799476,M,0.8863636363636364,0.9069767441860465,0.896551724137931
breast_cancer,Breast Cancer Wisconsin,mlp_classifier,MLP,47,2,114,30,0.06550353199997971,0.9736842105263158,validation_accuracy,5,5,0,,"{""activation"": ""tanh"", ""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""random_state"": 47}",0.9649122807017544,0.9672569328433009,0.9580740255486406,0.9623015873015872,0.9652053622194477,0.9649122807017544,0.9647382344750765,M,0.975609756097561,0.9302325581395349,0.9523809523809523
breast_cancer,Breast Cancer Wisconsin,rbf_network,RBF Network,47,2,114,30,0.0779154830000266,0.9298245614035088,validation_accuracy,5,2,0,,"{""gamma"": null, ""n_centers"": 4, ""random_state"": 47}",0.9035087719298246,0.9078947368421053,0.8858499836226662,0.8946837994457042,0.9046629732225299,0.9035087719298246,0.902171654886776,M,0.9210526315789473,0.813953488372093,0.8641975308641975
breast_cancer,Breast Cancer Wisconsin,fuzzy_cmeans,Fuzzy C-Means,47,2,114,30,0.12650442800003248,0.9122807017543859,validation_accuracy,5,2,0,,"{""m"": 1.5, ""n_clusters"": 4, ""random_state"": 47}",0.8771929824561403,0.8956228956228957,0.8463806092368162,0.861842105263158,0.8848721129422884,0.8771929824561403,0.8731532779316713,M,0.9393939393939394,0.7209302325581395,0.8157894736842105
breast_cancer,Breast Cancer Wisconsin,sugeno_o0,Sugeno_O0,47,2,114,30,0.0371280510000247,0.9298245614035088,validation_accuracy,5,4,0,,"{""n_rules"": 8, ""random_state"": 47, ""sigma_scale"": 1.0}",0.8947368421052632,0.9081374321880651,0.8696364231903047,0.8830769230769231,0.8996097839535548,0.8947368421052632,0.8921457489878544,M,0.9428571428571428,0.7674418604651163,0.8461538461538461
breast_cancer,Breast Cancer Wisconsin,mlp_classifier,MLP,48,2,114,30,0.21824476099999401,0.9649122807017544,validation_accuracy,5,1,0,,"{""activation"": ""relu"", ""alpha"": 0.0001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""random_state"": 48}",0.9649122807017544,0.9672297297297296,0.9573412698412699,0.9619111259605746,0.9651849217638692,0.9649122807017544,0.9647247085304307,M,0.975,0.9285714285714286,0.9512195121951219
breast_cancer,Breast Cancer Wisconsin,rbf_network,RBF Network,48,2,114,30,0.06762831300000016,0.9122807017543859,validation_accuracy,5,1,0,,"{""gamma"": null, ""n_centers"": 2, ""random_state"": 48}",0.8947368421052632,0.9080882352941176,0.8670634920634921,0.881578947368421,0.8993808049535604,0.8947368421052632,0.89196675900277,M,0.9411764705882353,0.7619047619047619,0.8421052631578947
breast_cancer,Breast Cancer Wisconsin,fuzzy_cmeans,Fuzzy C-Means,48,2,114,30,0.10283763099999987,0.9122807017543859,validation_accuracy,5,1,0,,"{""m"": 1.5, ""n_clusters"": 2, ""random_state"": 48}",0.9122807017543859,0.920940170940171,0.8908730158730158,0.9025641025641026,0.9147548358074673,0.9122807017543859,0.9106612685560054,M,0.9444444444444444,0.8095238095238095,0.8717948717948718
breast_cancer,Breast Cancer Wisconsin,sugeno_o0,Sugeno_O0,48,2,114,30,0.01914155499997605,0.9298245614035088,validation_accuracy,5,1,0,,"{""n_rules"": 2, ""random_state"": 48, ""sigma_scale"": 0.5}",0.8771929824561403,0.8654092071611253,0.8779761904761905,0.8704545454545455,0.8814779916543276,0.8771929824561403,0.8782296650717704,M,0.8043478260869565,0.8809523809523809,0.8409090909090909
breast_cancer,Breast Cancer Wisconsin,mlp_classifier,MLP,49,2,114,30,0.08262956400000121,0.9912280701754386,validation_accuracy,5,5,0,,"{""activation"": ""tanh"", ""alpha"": 0.001, ""hidden_layer_sizes"": [64, 32], ""learning_rate_init"": 0.01, ""max_iter"": 500, ""random_state"": 49}",0.9736842105263158,0.9697019325253848,0.9742063492063492,0.9718634306869601,0.9739686589549538,0.9736842105263158,0.9737469960380177,M,0.9534883720930233,0.9761904761904762,0.9647058823529412
breast_cancer,Breast Cancer Wisconsin,rbf_network,RBF Network,49,2,114,30,0.05752621099998123,0.9473684210526315,validation_accuracy,5,3,0,,"{""gamma"": null, ""n_centers"": 8, ""random_state"": 49}",0.9035087719298246,0.895021290533901,0.8988095238095237,0.8968325791855204,0.9041150206009619,0.9035087719298246,0.9037389854727317,M,0.8604651162790697,0.8809523809523809,0.8705882352941177
breast_cancer,Breast Cancer Wisconsin,fuzzy_cmeans,Fuzzy C-Means,49,2,114,30,0.037038315000017974,0.9210526315789473,validation_accuracy,5,1,0,,"{""m"": 1.5, ""n_clusters"": 2, ""random_state"": 49}",0.9210526315789473,0.9215384615384616,0.9077380952380952,0.9138321995464853,0.9211336032388665,0.9210526315789473,0.9203962286669054,M,0.9230769230769231,0.8571428571428571,0.8888888888888888
breast_cancer,Breast Cancer Wisconsin,sugeno_o0,Sugeno_O0,49,2,114,30,0.019360268000014003,0.9298245614035088,validation_accuracy,5,1,0,,"{""n_rules"": 2, ""random_state"": 49, ""sigma_scale"": 0.5}",0.8771929824561403,0.865530303030303,0.8829365079365079,0.8714975845410629,0.8849681020733653,0.8771929824561403,0.8786168319349098,M,0.7916666666666666,0.9047619047619048,0.8444444444444444
breast_cancer,Breast Cancer Wisconsin,mlp_classifier,MLP,50,2,114,30,0.31806909799996674,0.9824561403508771,validation_accuracy,5,1,0,,"{""activation"": ""relu"", ""alpha"": 0.0001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""random_state"": 50}",0.9824561403508771,0.9811507936507937,0.9811507936507937,0.9811507936507937,0.9824561403508771,0.9824561403508771,0.9824561403508771,M,0.9761904761904762,0.9761904761904762,0.9761904761904762
breast_cancer,Breast Cancer Wisconsin,rbf_network,RBF Network,50,2,114,30,0.04888067300004195,0.9210526315789473,validation_accuracy,5,3,0,,"{""gamma"": null, ""n_centers"": 8, ""random_state"": 50}",0.9298245614035088,0.9287162162162163,0.9196428571428572,0.9238222519211494,0.9296941678520625,0.9298245614035088,0.9294494170608614,M,0.925,0.8809523809523809,0.9024390243902439
breast_cancer,Breast Cancer Wisconsin,fuzzy_cmeans,Fuzzy C-Means,50,2,114,30,0.08612034399999402,0.9035087719298246,validation_accuracy,5,1,0,,"{""m"": 1.5, ""n_clusters"": 2, ""random_state"": 50}",0.9210526315789473,0.9350813743218807,0.8978174603174603,0.9117571170551303,0.9255163224516989,0.9210526315789473,0.9192940207230902,M,0.9714285714285714,0.8095238095238095,0.8831168831168831
breast_cancer,Breast Cancer Wisconsin,sugeno_o0,Sugeno_O0,50,2,114,30,0.024192496000011943,0.9122807017543859,validation_accuracy,5,2,0,,"{""n_rules"": 4, ""random_state"": 50, ""sigma_scale"": 0.5}",0.9385964912280702,0.9475254475254475,0.9216269841269842,0.9322062696457395,0.9408287303024145,0.9385964912280702,0.9376836024305945,M,0.972972972972973,0.8571428571428571,0.9113924050632911
breast_cancer,Breast Cancer Wisconsin,mlp_classifier,MLP,51,2,114,30,0.3328815109999823,0.9912280701754386,validation_accuracy,5,1,0,,"{""activation"": ""relu"", ""alpha"": 0.0001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""random_state"": 51}",0.9649122807017544,0.9623015873015872,0.9623015873015872,0.9623015873015872,0.9649122807017544,0.9649122807017544,0.9649122807017544,M,0.9523809523809523,0.9523809523809523,0.9523809523809523
breast_cancer,Breast Cancer Wisconsin,rbf_network,RBF Network,51,2,114,30,0.06172385000002123,0.9649122807017544,validation_accuracy,5,3,0,,"{""gamma"": null, ""n_centers"": 8, ""random_state"": 51}",0.9473684210526315,0.9434523809523809,0.9434523809523809,0.9434523809523809,0.9473684210526315,0.9473684210526315,0.9473684210526315,M,0.9285714285714286,0.9285714285714286,0.9285714285714286
breast_cancer,Breast Cancer Wisconsin,fuzzy_cmeans,Fuzzy C-Means,51,2,114,30,0.1342882459999828,0.9385964912280702,validation_accuracy,5,2,0,,"{""m"": 1.5, ""n_clusters"": 4, ""random_state"": 51}",0.9298245614035088,0.9287162162162163,0.9196428571428572,0.9238222519211494,0.9296941678520625,0.9298245614035088,0.9294494170608614,M,0.925,0.8809523809523809,0.9024390243902439
breast_cancer,Breast Cancer Wisconsin,sugeno_o0,Sugeno_O0,51,2,114,30,0.030561770000019806,0.956140350877193,validation_accuracy,5,4,0,,"{""n_rules"": 8, ""random_state"": 51, ""sigma_scale"": 1.0}",0.9473684210526315,0.9434523809523809,0.9434523809523809,0.9434523809523809,0.9473684210526315,0.9473684210526315,0.9473684210526315,M,0.9285714285714286,0.9285714285714286,0.9285714285714286
breast_cancer,Breast Cancer Wisconsin,mlp_classifier,MLP,52,2,114,30,0.25814041899997164,0.9649122807017544,validation_accuracy,5,1,0,,"{""activation"": ""relu"", ""alpha"": 0.0001, ""hidden_layer_sizes"": [32], ""learning_rate_init"": 0.001, ""max_iter"": 500, ""random_state"": 52}",0.9736842105263158,0.9742063492063492,0.9697019325253848,0.9718634306869601,0.9737190197716513,0.9736842105263158,0.973621425014614,M,0.9761904761904762,0.9534883720930233,0.9647058823529412
breast_cancer,Breast Cancer Wisconsin,rbf_network,RBF Network,52,2,114,30,0.06651672799995367,0.9385964912280702,validation_accuracy,5,3,0,,"{""gamma"": null, ""n_centers"": 8, ""random_state"": 52}",0.9210526315789473,0.9127237851662404,0.9228627579430069,0.9170641015277665,0.9233241351460494,0.9210526315789473,0.9215312551850889,M,0.8695652173913043,0.9302325581395349,0.898876404494382
breast_cancer,Breast Cancer Wisconsin,fuzzy_cmeans,Fuzzy C-Means,52,2,114,30,0.10814745999999786,0.8947368421052632,validation_accuracy,5,2,0,,"{""m"": 1.5, ""n_clusters"": 4, ""random_state"": 52}",0.9035087719298246,0.8961038961038961,0.8996069439895185,0.8977745169968208,0.9040783777625884,0.9035087719298246,0.9037211517421581,M,0.8636363636363636,0.8837209302325582,0.8735632183908046
breast_cancer,Breast Cancer Wisconsin,sugeno_o0,Sugeno_O0,52,2,114,30,0.02343399300002602,0.9385964912280702,validation_accuracy,5,2,0,,"{""n_rules"": 4, ""random_state"": 52, ""sigma_scale"": 0.5}",0.8947368421052632,0.8880296937828642,0.9109073042908614,0.8920454545454546,0.9115047129112606,0.8947368421052632,0.896232057416268,M,0.7924528301886793,0.9767441860465116,0.875
